file,totalNotes,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_11,rule_12
QmeRYS4BwKHeWPZfuBDtSxXSPJxUnFYkUutudQbpnEQaDZ_output.xml,74,918,887,540,60,354,45,37,3,0,0,0,4
QmeTa4BQqU9zE5jwY7eJmsKqHXh9GZDpQe6QK4hvaro9G7_output.xml,140,2712,3445,1863,139,1109,101,87,20,1,0,0,3
QmeUMLZ1CyTEZZZJj3EKf5k9eh7xxSP5sFNoE2qPPZTL2a_output.xml,448,2608,2434,1869,386,1997,195,199,11,5,15,30,7
QmeuzRsYG4mDs95c8CcB1pnEfSikFiUvb9mdvf5cidNb1m_output.xml,68,1508,2003,731,55,474,35,33,12,5,0,16,8
Qmex5Gji25AhZZykzN3rdnAehdmeSEi8ELP7gMuifhbL6k_output.xml,164,4378,6350,3020,163,1774,125,138,19,6,10,74,8
QmeX9Necb6UZbNNTmAktGWG8k6z7xfMZy8meaAchj9RJxb_output.xml,197,2062,2176,1332,161,1111,81,65,4,1,0,50,0
QmeZDYmky1f9ivPQndtLc6waH3WsFa8Ne3Ctv35U6UvzNk_output.xml,520,7274,9851,5757,488,3811,298,268,14,8,19,50,19
Qmeze8Miv1CrTryDRiPfHs5KR21hsuVPtyAWP8RfWGd836_output.xml,112,2494,3786,1636,100,938,81,84,14,6,0,70,0
Qmf25VEi8nHb9PMHJbhkby4696r9PzvdPC9Kf78rqxoS7o_output.xml,161,2538,3207,1352,143,945,89,70,17,0,0,50,4
Qmf6Tc7gy9yV319kxSmQc5u6QWQ1MMuxmnL7w2DNGYvJJn_output.xml,126,3546,5135,2272,119,1271,101,109,33,7,1,44,0
Qmf9rRd1CENAQ3wqGabjZYPnKsaGzKES2ysCvx8SJ4Lp6g_output.xml,162,3786,5125,2356,156,1571,111,95,26,8,3,54,0
QmfCMcqdEAVW7M7eYVfe5Fv2VCiKJ8KJsRrzQRQEYfgBuY_output.xml,96,922,602,614,66,261,43,39,4,2,0,12,0
QmfCQiHUnxahf7sWp4QpQBinzdxznSRCc7CWJujnfUhbqN_output.xml,324,11208,16827,6859,319,4019,274,303,102,17,0,32,2
QmfCxm46N4Z8UCFMcDjw4WdcyLRVAMHqD1vgv2bVFn3o4D_output.xml,220,4158,4496,2641,193,2168,118,116,25,7,15,126,15
QmfDEZzziRMTHTGr5iibjKkdBtQo1tWS1rE61tRcqWPkGR_output.xml,132,3170,4586,1894,125,1276,95,79,19,8,0,4,3
QmfDtEL8KqJcTdLdwZkqMuAGhbkBAs5L36BqGrj3gucM1H_output.xml,223,2508,1806,1854,210,1201,101,70,6,0,0,0,0
QmfFbr42wG5tYZXtofF55QRMhwgGBUvaz8Htc8dDffqJsD_output.xml,241,6474,9532,4179,232,2359,186,200,42,12,0,68,2
QmfFdcEeAhfwfMnyrUEeDonGz6NFT7CfcfKJPk8hNCKC7A_output.xml,288,3344,2364,2392,279,1325,131,99,18,5,0,40,0
QmfFqHYSSaikEfvsDk7rmR7UKPLX9yUQ7DuLdpRN6L8fUQ_output.xml,190,1798,1204,1220,173,689,108,78,6,1,0,16,0
QmfKXGaNRQ5L48V9eQpGT9FaRgP4WNwpK8BhwRhKFmG5Ra_output.xml,54,1430,2078,814,42,463,41,32,5,4,0,56,0
QmfNqeeJmUoLL2iUx5v9wVxgos5BY9GCofi8P8VbbCbGny_output.xml,116,2320,3205,1467,107,958,83,82,11,3,7,54,4
QmfP1puyj4B9594CoJM51Mno6zj54nGmUryJzuvKiHba3Z_output.xml,112,3476,5260,1978,95,1126,103,102,27,3,0,16,1
QmfQhV8BoYV8RrQVM7KBQZvZtdPcLstadEz5atx5NQovJp_output.xml,180,4440,6527,2922,168,1591,124,143,28,13,15,82,5
QmfVyyh9k2ZBnH4F4V2rJmfKAE6GiUaEUaYxigdm556ixN_output.xml,96,2676,3850,1676,90,998,67,67,16,6,0,38,0
QmfWKK52FYkwJnp4djw6nxkNU7oNhvJcytQHMpvM52ysaL_output.xml,178,2664,3108,1735,165,1311,110,118,25,7,0,28,1
QmfWqW9whxCuTLWE36NrzCxmRKfacnG76kT55Q125vuxSQ_output.xml,88,1180,1091,759,81,662,45,35,5,2,6,12,6
QmfXpv3vgVjvAPJronJoUwowyPpt5r5YzEH1457M6Perrq_output.xml,241,5166,7288,3312,194,2193,162,182,27,3,0,32,0
QmfYvLiF5XtL5SWCfKBcP8zBxNQmfKdc3rrUjejoKE3aUR_output.xml,258,5648,7703,3739,243,2218,161,191,33,6,7,96,4
QmfZE4Kp9gC3DWYNxaQpbzSVYGGmPkiUP2mD9XQYdLNfSL_output.xml,112,2718,3816,1764,111,1135,69,81,20,7,9,60,4
QmNbf4MLLRvF5rVJbsks3GzaqnmCghwi1ZgKEUX2Sbowxf_output.xml,407,2766,1987,1891,344,1844,185,121,3,0,5,40,11
QmNbLh8mYExHrdCzxtnAUzFQnnrm1RBkVQnNXdD4BhvUfX_output.xml,187,2316,2620,1558,159,917,93,72,9,3,0,24,0
QmNcc2L1Ys6TjjKPuSZ8EL6t6M9Rpe6WGpsbSR9Z7REcAg_output.xml,84,2204,3280,1252,76,730,53,56,17,10,0,56,0
QmNcsLEyZNu1cmg214SUd3J5uEcbGraXQyRDMNzCb2G8eg_output.xml,164,3090,4190,1934,134,1240,108,132,18,0,0,36,7
QmNezDfHWXa4V88KB9tQoBfHkwBP5KePFUDHmP5SX9iaTA_output.xml,105,1214,1377,652,88,488,52,48,8,0,0,8,2
QmNhit8szH5xuggYpnhJVao5JzmjhmsiaHhZgfWCVYfGdw_output.xml,121,3272,4914,1924,113,1196,88,75,24,7,0,42,0
QmNMTu1HYvuVLKsazfu6ocUue9uRkkqUvMYSEJVVDdKNTz_output.xml,155,4670,6426,2828,149,1635,108,90,27,9,10,28,12
QmNoZVucBWebhz1NJh5d6appvLhw1m12VZ42Xi882P2TC1_output.xml,173,1854,1324,1356,166,878,81,72,19,1,0,18,0
QmNp164TRVXSjRtp98Qt4UVMRFPNaLp1pStASF8ePZMCus_output.xml,181,4144,5884,2572,158,1608,121,133,33,10,0,58,0
QmNrcuUSAvhm8qZFp3jhZzGa157cwyBUypbuqk95AdJ4pf_output.xml,172,2944,2907,2032,151,934,68,32,4,0,5,28,20
QmNShzaBEnVKFKPvxL4Lr1N4q5hqh8o9ssXogz2gNXyzGi_output.xml,144,3940,5810,2553,138,1404,102,118,13,5,1,106,5
QmNUGHGHbr7MSa4PDjFs6vSoYKqHjN5mgw2Xe6usBUX799_output.xml,61,1494,2228,882,54,515,40,35,9,0,1,22,0
QmNWDcJHzP7EPxT5oimAjvCfZ5gWnTBkWkCAJ51VmWZah2_output.xml,109,2678,3493,1623,101,1048,64,54,21,3,0,46,1
QmNWu4UZ2vFPLkZEtRwHHDNPvVVeDscGY9mfmRZt6gRB12_output.xml,127,2852,3928,1912,120,1178,81,68,8,1,0,30,1
QmNzFRJooaysnw2Rzt1vTCQdbBne1Uk7wiyZXVsCCD1VSE_output.xml,544,7298,7224,4744,471,4600,280,215,23,20,0,130,0
QmP18Lxj7dqwQRc4K13DdBYFpeJaDXgkxd5cHJ83hnuHWU_output.xml,167,4278,6134,2672,154,1567,122,123,36,8,0,96,0
QmP1E8CCj5cNX3idCKLQj1jWmop9cTu52FsjM7ix7FRg4c_output.xml,265,6208,8546,3976,250,2778,179,196,42,16,0,140,0
QmP29y7RYDSNYMkDakWtTMWabk8wWAAbb8xMDMFgfS39kF_output.xml,103,976,1089,631,77,482,53,34,3,1,15,6,11
QmP3bw1Zdyz4toanPu7BZADWJeC3koxQ67acHsiu1uY4mh_output.xml,194,4398,5912,2751,178,1783,126,114,17,8,13,90,7
QmP3L8aHcknqXhcEUoE5QD7TwU8AZQQUYJpk6HeNjhAY5R_output.xml,142,4282,6547,2873,134,1534,107,106,29,8,3,90,4
QmP4c5pK1qzm8n26kBQk9iRdQncxTsTto6XL6sPv1mxKTJ_output.xml,77,1660,2193,879,70,564,47,42,18,0,0,16,1
